HomeTeam_AwayTeam_Match_ID,Date,HomeTeamWinOdd,HomeTeamDrawOdd,HomeTeamLoseOdd,BtsYes,BtsNo,Over_05,Over_15,Over_25,Over_35,Over_45,Under_05,Under_15,Under_25,Under_35,Under_45,HandiCap_min2_W,HandiCap_min1_W,HandiCap_plus1_W,HandiCap_plus2_W,HandiCap_min2_D,HandiCap_min1_D,HandiCap_plus1_D,HandiCap_plus2_D,HandiCap_min2_L,HandiCap_min1_L,HandiCap_plus1_L,HandiCap_plus2_L
namibia-mozambique-YoOGiylE,16 Oct 2018,1.74,3.41,4.79,2.16,1.67,1.07,1.40,2.30,4.29,8.00,7.20,2.74,1.58,1.19,1.06,-,3.03,-,,-,3.38,-,,-,1.99,-,
zimbabwe-dr-congo-6aQf2X0t,16 Oct 2018,2.73,3.07,2.57,1.82,1.92,1.06,1.32,2.07,3.70,6.60,7.43,3.15,1.71,1.24,1.08,-,-,1.47,-,-,-,4.15,-,-,-,4.96,-
gambia-togo-884CuGxT,16 Oct 2018,2.39,2.77,3.38,2.39,1.56,1.12,1.62,3.00,5.95,11.50,5.75,2.18,1.36,1.11,1.02,-,4.97,-,-,-,3.64,-,-,-,1.52,-,-
lesotho-uganda-IwOUbhes,16 Oct 2018,3.63,2.76,2.27,2.43,1.53,1.13,1.66,3.04,5.95,11.70,5.41,2.17,1.33,1.11,1.02,34.00,10.00,1.55,1.11,12.50,5.00,3.52,7.00,1.03,1.21,4.95,14.00
niger-tunisia-2mDrIzce,16 Oct 2018,6.37,3.59,1.56,2.36,1.56,1.08,1.39,2.26,4.45,8.70,7.20,2.79,1.60,1.18,1.05,,21.00,2.30,1.35,,8.00,3.24,4.50,,1.08,2.62,5.80
benin-algeria-QqF7tdNM,16 Oct 2018,3.52,2.98,2.20,2.13,1.68,1.09,1.48,2.53,4.75,9.75,6.65,2.51,1.48,1.15,1.04,-,-,1.62,-,-,-,3.57,-,-,-,4.31,-
central-africa-ivory-coast-lrroDlFb,16 Oct 2018,5.29,3.66,1.62,1.88,1.87,1.02,1.23,1.83,2.95,5.75,10.50,3.53,1.87,1.34,1.12,,-,2.26,-,,-,3.57,-,,-,2.50,-
tanzania-cape-verde-Cdo23YnQ,16 Oct 2018,2.84,2.92,2.65,1.94,1.80,1.09,1.41,2.34,4.39,7.85,6.35,2.71,1.55,1.18,1.05,-,5.50,1.42,-,-,4.75,4.13,-,-,1.40,5.45,-
rwanda-guinea-W6XkC8U4,16 Oct 2018,3.91,3.18,1.96,2.07,1.71,1.07,1.40,2.33,4.39,8.50,7.70,2.73,1.56,1.18,1.05,,-,1.77,-,,-,3.53,-,,-,3.57,-
seychelles-south-africa-GxdOWuBe,16 Oct 2018,30.16,9.45,1.07,4.09,1.21,1.01,1.13,1.46,2.31,3.80,11.00,4.97,2.52,1.58,1.23,,,7.49,-,,,4.55,-,,,1.25,-
burundi-mali-MyExTxgN,16 Oct 2018,3.09,2.81,2.53,2.26,1.61,1.11,1.56,2.83,5.65,11.00,5.90,2.29,1.39,1.11,1.02,-,-,1.44,-,-,-,4.00,-,-,-,5.39,-
eswatini-egypt-pC2mHfC1,16 Oct 2018,9.69,4.43,1.32,2.68,1.45,1.05,1.34,2.06,3.75,6.55,7.85,3.01,1.71,1.23,1.08,,-,3.19,-,,-,3.22,-,,-,1.98,-
south-sudan-gabon-ERWKMFag,16 Oct 2018,16.11,5.64,1.19,3.99,1.25,1.05,1.32,2.05,3.62,7.00,8.80,3.13,1.72,1.25,1.08,,,3.93,2.00,,,3.30,3.75,,,1.69,2.87
malawi-cameroon-naJDYtPo,16 Oct 2018,4.66,3.10,1.83,2.49,1.52,1.11,1.62,2.90,5.50,11.00,6.15,2.19,1.37,1.13,1.02,,-,1.86,-,,-,3.28,-,,-,3.55,-
comoros-morocco-fN3b5EUI,16 Oct 2018,9.00,3.94,1.36,2.82,1.41,1.07,1.41,2.26,4.23,8.50,7.50,2.73,1.59,1.19,1.05,,-,2.82,-,,-,3.16,-,,-,2.30,-
madagascar-equatorial-guinea-pAo7BUZf,16 Oct 2018,1.52,3.57,6.80,2.88,1.40,1.10,1.54,2.62,4.65,8.30,6.20,2.35,1.45,1.15,1.04,-,2.75,-,,-,3.21,-,,-,2.32,-,
guinea-bissau-zambia-WtpYSiBD,14 Oct 2018,3.06,3.08,2.34,1.93,1.83,1.07,1.39,2.25,4.10,7.50,7.75,2.78,1.60,1.20,1.07,-,-,1.56,-,-,-,3.74,-,-,-,4.53,-
kenya-ethiopia-r3Ci7Mn8,14 Oct 2018,1.70,3.19,5.49,2.59,1.48,1.11,1.57,2.74,5.28,8.80,5.63,2.29,1.41,1.12,1.04,,3.09,-,-,,3.20,-,-,,2.07,-,-
senegal-sudan-dCLtWm3m,13 Oct 2018,1.12,7.33,19.85,3.42,1.32,1.02,1.19,1.66,2.65,4.50,11.53,4.25,2.15,1.44,1.17,2.25,1.42,,,3.73,4.03,,,2.45,5.48,,
tunisia-niger-fN9zKdSr,13 Oct 2018,1.12,7.53,19.11,2.64,1.46,1.01,1.15,1.49,2.30,3.98,13.57,4.97,2.41,1.57,1.22,2.06,1.38,,,4.06,4.23,,,2.61,5.57,,
burkina-faso-botswana-jV6SPRb4,13 Oct 2018,1.39,3.95,8.87,2.71,1.44,1.06,1.43,2.35,4.58,8.30,8.17,2.66,1.55,1.16,1.07,4.90,2.29,1.05,,4.20,3.05,10.00,,1.46,2.77,30.00,
morocco-comoros-QsCs9dVg,13 Oct 2018,1.07,9.53,25.54,4.21,1.23,1.01,1.12,1.44,2.25,3.76,12.35,5.70,2.59,1.61,1.23,-,1.23,,,-,4.65,,,-,8.22,,
dr-congo-zimbabwe-GzoorUFO,13 Oct 2018,1.43,4.26,7.19,2.21,1.63,1.04,1.28,1.95,3.48,6.38,10.00,3.41,1.81,1.27,1.09,4.25,2.19,1.07,,4.20,3.39,8.50,,1.54,2.68,19.00,
equatorial-guinea-madagascar-2od2CAKl,13 Oct 2018,2.12,2.98,3.76,2.15,1.67,1.09,1.48,2.56,4.90,9.83,6.57,2.51,1.47,1.15,1.04,11.50,4.17,1.22,1.03,6.50,3.55,5.00,11.50,1.14,1.65,9.00,29.00
mozambique-namibia-OGtQUDt1,13 Oct 2018,1.99,3.03,4.07,2.34,1.57,1.11,1.55,2.72,5.42,10.53,6.03,2.33,1.42,1.12,1.03,10.00,3.90,1.16,,5.80,3.36,5.60,,1.17,1.76,11.50,
nigeria-libya-2VFmwrYR,13 Oct 2018,1.42,3.72,9.10,3.23,1.33,1.10,1.50,2.56,5.11,10.20,6.13,2.47,1.47,1.14,1.04,5.30,2.36,1.04,,4.10,3.07,10.50,,1.43,2.68,36.00,
south-africa-seychelles-KA2FY1tq,13 Oct 2018,1.04,11.47,35.40,3.83,1.27,1.01,1.08,1.29,1.81,2.81,17.00,6.97,3.26,1.95,1.39,-,1.15,,,-,5.47,,,-,10.57,,
uganda-lesotho-0Msb4EXJ,13 Oct 2018,1.42,3.71,9.58,3.37,1.32,1.11,1.56,2.75,5.50,10.67,6.00,2.31,1.41,1.12,1.03,4.90,2.37,1.03,,4.00,2.99,11.00,,1.48,2.70,41.00,
algeria-benin-IJBarIhA,12 Oct 2018,1.28,4.84,10.99,2.63,1.46,1.04,1.28,1.91,3.35,6.28,9.83,3.45,1.84,1.29,1.10,3.23,1.79,,,3.90,3.44,,,1.83,3.51,,
mali-burundi-h29YTIwH,12 Oct 2018,1.39,3.98,8.93,2.68,1.44,1.07,1.40,2.30,4.41,8.40,7.80,2.74,1.58,1.18,1.05,4.70,2.24,1.05,,4.10,3.18,9.50,,1.49,2.78,29.00,
cape-verde-tanzania-nJgGuVfJ,12 Oct 2018,1.45,3.87,7.55,2.60,1.47,1.07,1.42,2.33,4.52,8.63,7.47,2.70,1.56,1.18,1.06,5.30,2.40,1.06,,4.30,3.15,8.50,,1.41,2.55,23.00,
egypt-eswatini-lp9vJGsk,12 Oct 2018,1.03,13.00,37.23,3.86,1.25,1.01,1.07,1.26,1.72,2.54,24.50,7.67,3.49,2.07,1.46,-,1.12,,,-,5.75,,,-,11.55,,
ivory-coast-central-africa-tIvwFApn,12 Oct 2018,1.25,5.14,10.93,2.33,1.59,1.03,1.19,1.69,2.72,5.13,10.50,4.20,2.09,1.41,1.14,2.90,1.74,,,3.93,3.55,,,1.93,3.55,,
guinea-rwanda-zuvsEUah,12 Oct 2018,1.27,5.04,10.60,2.36,1.54,1.04,1.23,1.80,3.05,5.90,10.50,3.73,1.93,1.34,1.11,3.25,1.78,,,3.80,3.45,,,1.80,3.65,,
togo-gambia-CtB3sx8G,12 Oct 2018,1.72,2.99,5.93,3.27,1.33,1.14,1.77,3.42,7.17,10.50,4.91,1.95,1.28,1.08,1.02,9.00,3.35,1.10,,5.25,3.05,6.75,,1.21,2.02,19.00,
angola-mauritania-ph6WOoEA,12 Oct 2018,1.97,2.97,4.27,2.59,1.48,1.11,1.65,3.04,6.27,12.20,5.73,2.18,1.34,1.10,1.02,10.00,3.91,1.14,,5.60,3.30,5.80,,1.18,1.77,14.00,
gabon-south-sudan-K4XGNepm,12 Oct 2018,1.04,11.50,37.80,4.92,1.17,1.01,1.08,1.29,1.80,2.70,15.00,7.17,3.32,1.97,1.41,-,1.15,,,-,5.45,,,-,10.67,,
cameroon-malawi-AszV9cno,12 Oct 2018,1.19,5.67,16.30,3.44,1.31,1.04,1.29,1.95,3.45,6.30,9.83,3.36,1.80,1.27,1.10,2.90,1.65,,,3.73,3.45,,,1.97,4.08,,
ghana-sierra-leone-ljG1paue,11 Oct 2018,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,,,-,-,,,-,-,,
congo-liberia-UwZS6DhP,11 Oct 2018,1.41,4.13,7.96,2.23,1.62,1.04,1.30,1.99,3.50,6.97,9.33,3.33,1.77,1.27,1.09,4.40,2.22,1.05,,4.10,3.29,9.50,,1.52,2.65,26.00,
zambia-guinea-bissau-IwtUTXe7,10 Oct 2018,1.67,3.32,5.50,2.30,1.59,1.07,1.44,2.44,4.66,8.87,7.67,2.62,1.51,1.16,1.05,6.75,2.94,1.11,,4.90,3.25,7.00,,1.29,2.09,16.00,
ethiopia-kenya-rDF5qJf1,10 Oct 2018,2.45,2.81,3.22,2.10,1.70,1.10,1.52,2.70,4.88,10.33,6.20,2.42,1.42,1.15,1.04,15.00,5.25,1.26,1.05,7.50,3.83,4.60,10.50,1.10,1.47,8.00,25.00
guinea-central-africa-2i9Sf7aU,09 Sep 2018,1.42,4.32,7.03,2.18,1.66,1.04,1.31,1.94,3.43,6.08,8.30,3.33,1.82,1.29,1.10,-,2.22,,,-,3.36,,,-,2.64,,
liberia-dr-congo-xpnsqA0I,09 Sep 2018,4.72,3.56,1.71,1.97,1.78,1.05,1.31,2.00,3.52,6.48,8.10,3.31,1.76,1.27,1.08,,,2.04,-,,,3.51,-,,,2.86,-
togo-benin-KCgDMzWj,09 Sep 2018,2.17,2.96,3.63,1.93,1.83,1.08,1.40,2.31,4.39,7.60,6.58,2.76,1.57,1.19,1.06,-,4.16,-,,-,3.80,-,,-,1.64,-,
angola-botswana-f3DJRmUi,09 Sep 2018,2.23,2.81,3.72,2.28,1.61,1.12,1.57,2.80,5.28,9.30,5.28,2.31,1.40,1.12,1.03,,4.43,-,,,3.56,-,,,1.61,-,
congo-zimbabwe-dYUqpjoC,09 Sep 2018,2.29,2.85,3.45,2.01,1.75,1.10,1.44,2.43,4.27,7.80,6.18,2.63,1.52,1.19,1.05,,4.52,-,,,3.72,-,,,1.59,-,
rwanda-ivory-coast-2RuZFjVu,09 Sep 2018,6.05,3.41,1.62,2.42,1.55,1.09,1.45,2.46,4.75,8.05,6.45,2.60,1.50,1.15,1.05,,,2.18,-,,,3.22,-,,,2.82,-
eswatini-tunisia-Icn7yPcG,09 Sep 2018,7.20,3.59,1.51,2.74,1.46,1.10,1.51,2.64,4.75,8.55,5.95,2.44,1.44,1.14,1.04,,,2.43,-,,,3.13,-,,,2.57,-
ethiopia-sierra-leone-hOMhnLAr,09 Sep 2018,1.98,3.23,3.90,1.98,1.79,1.08,1.39,2.24,3.93,7.20,6.73,2.82,1.61,1.21,1.07,-,3.56,-,,-,3.61,-,,-,1.73,-,
lesotho-cape-verde-8SfCtBuD,09 Sep 2018,4.36,3.23,1.86,2.25,1.62,1.06,1.45,2.44,4.67,7.35,7.30,2.61,1.51,1.15,1.07,,,1.84,-,,,3.42,-,,,3.48,-
south-sudan-mali-61TCOyVt,09 Sep 2018,13.44,5.60,1.21,3.10,1.38,1.05,1.27,1.93,3.30,6.38,7.93,3.49,1.83,1.31,1.09,,,4.33,2.04,,,3.48,3.75,,,1.58,2.75
madagascar-senegal-lrhbDj5r,09 Sep 2018,7.74,3.86,1.44,2.71,1.47,1.08,1.42,2.33,4.52,8.00,6.58,2.70,1.56,1.17,1.05,,,2.65,-,,,3.18,-,,,2.34,-
morocco-malawi-YHC1RPHI,08 Sep 2018,1.12,6.97,25.73,4.41,1.21,1.04,1.26,1.83,3.14,5.38,8.50,3.57,1.93,1.33,1.12,2.20,1.44,,,3.75,3.66,,,2.60,5.46,,
egypt-niger-xnV9x5rA,08 Sep 2018,1.20,5.33,17.90,3.60,1.30,1.04,1.31,1.97,3.40,5.83,8.30,3.31,1.79,1.29,1.10,2.62,1.60,,,4.00,3.44,,,2.04,4.24,,
mauritania-burkina-faso-Cv8OQ7qb,08 Sep 2018,3.22,2.88,2.36,2.39,1.57,1.10,1.58,2.80,5.53,11.00,6.00,2.29,1.40,1.12,1.03,,-,1.54,-,,-,3.58,-,,-,4.98,-
gambia-algeria-YFseoK8i,08 Sep 2018,4.47,3.02,1.90,2.12,1.69,1.09,1.43,2.41,4.33,8.05,6.43,2.68,1.52,1.19,1.05,,,1.79,-,,,3.45,-,,,3.53,-
equatorial-guinea-sudan-ILMxXTms,08 Sep 2018,2.20,2.80,3.75,2.42,1.55,1.13,1.64,3.03,5.88,9.80,4.93,2.18,1.36,1.11,1.02,,4.63,-,,,3.52,-,,,1.62,-,
gabon-burundi-EBAUUbOA,08 Sep 2018,1.53,3.56,6.80,2.83,1.43,1.11,1.55,2.74,5.03,9.00,5.63,2.33,1.42,1.14,1.03,-,2.69,,,-,3.04,,,-,2.41,,
mozambique-guinea-bissau-pQsMVgRf,08 Sep 2018,1.94,2.99,4.40,2.11,1.69,1.09,1.46,2.46,4.64,8.05,6.35,2.58,1.50,1.17,1.05,-,3.46,-,,-,3.43,-,,-,1.81,-,
namibia-zambia-SlmHWZBl,08 Sep 2018,2.61,2.79,2.96,2.21,1.64,1.12,1.55,2.78,5.03,8.80,5.33,2.32,1.41,1.13,1.04,,5.55,-,,,3.88,-,,,1.46,-,
kenya-ghana-AaHcouQl,08 Sep 2018,4.60,3.21,1.83,2.30,1.60,1.10,1.51,2.64,5.30,8.75,5.98,2.45,1.44,1.13,1.04,,,1.90,-,,,3.28,-,,,3.39,-
south-africa-libya-63Mvu43F,08 Sep 2018,1.67,3.38,5.45,2.38,1.56,1.09,1.48,2.49,4.60,8.05,6.23,2.55,1.49,1.16,1.05,-,2.97,,,-,3.29,,,-,2.11,,
uganda-tanzania-ji07siQ6,08 Sep 2018,1.50,3.63,7.27,2.63,1.48,1.09,1.49,2.57,4.67,7.80,6.48,2.51,1.46,1.15,1.05,-,2.57,,,-,3.12,,,-,2.49,,
seychelles-nigeria-OvHqvOIL,08 Sep 2018,14.80,7.40,1.13,2.28,1.56,,1.12,1.44,2.14,3.50,,5.50,2.57,1.66,1.28,,,4.93,2.50,,,4.16,4.00,,,1.42,2.10
comoros-cameroon-YqX2GvwK,08 Sep 2018,8.07,3.50,1.44,3.08,1.40,1.11,1.54,2.73,5.28,8.80,5.70,2.36,1.42,1.12,1.04,,,2.55,-,,,3.04,-,,,2.53,-
tunisia-egypt-4YW1vRDc,12 Jun 2017,2.74,2.80,2.81,2.40,1.55,1.12,1.61,3.08,5.77,11.00,5.53,2.23,1.33,1.12,1.03,16.29,6.40,1.39,1.09,7.82,4.03,4.26,8.60,1.11,1.40,6.72,19.15
algeria-togo-C6tapvOc,11 Jun 2017,1.20,6.35,11.97,2.44,1.52,1.01,1.17,1.54,2.39,3.94,14.67,4.67,2.36,1.53,1.23,2.40,1.56,1.04,,3.92,4.02,12.12,,2.32,4.43,40.96,
cape-verde-uganda-Iw2aqDef,11 Jun 2017,2.16,2.45,3.99,2.50,1.47,1.13,1.63,2.89,6.60,13.50,5.80,2.35,1.41,1.10,1.01,-,-,-,-,-,-,-,-,-,-,-,-
ghana-ethiopia-dhyNismL,11 Jun 2017,1.25,5.58,10.06,2.11,1.61,1.01,1.21,1.62,2.55,4.53,13.00,4.19,2.19,1.43,1.18,2.99,1.77,1.07,,3.98,3.78,10.03,,1.88,3.48,27.86,
benin-gambia-vTCeqbw4,11 Jun 2017,1.57,3.86,5.56,2.09,1.71,1.05,1.31,1.98,3.45,6.43,8.75,3.23,1.75,1.28,1.09,4.98,2.55,1.15,1.02,4.64,3.46,7.11,13.86,1.45,2.34,16.89,47.56
central-africa-rwanda-O0AOempO,11 Jun 2017,1.62,3.46,5.74,2.55,1.50,1.09,1.48,2.47,4.49,7.95,6.55,2.52,1.48,1.18,1.06,6.27,2.86,1.14,1.02,4.80,3.25,6.97,14.20,1.36,2.20,20.34,60.52
zimbabwe-liberia-IsWuoWV5,11 Jun 2017,1.43,4.12,7.40,2.23,1.63,1.05,1.32,1.99,3.53,6.83,8.50,3.23,1.77,1.28,1.09,4.56,2.26,1.10,1.01,4.44,3.43,8.48,14.94,1.51,2.64,24.91,57.26
senegal-equatorial-guinea-CvpAyAuQ,10 Jun 2017,1.24,5.27,12.62,2.80,1.44,1.05,1.27,1.90,3.32,5.98,9.00,3.38,1.83,1.29,1.11,3.16,1.76,1.04,,3.98,3.58,11.49,,1.89,3.73,47.47,
mali-gabon-WnLPVv94,10 Jun 2017,1.68,3.27,5.54,2.59,1.49,1.09,1.52,2.68,5.33,10.75,6.45,2.43,1.42,1.15,1.02,6.94,3.05,1.12,1.02,5.01,3.23,7.11,14.13,1.32,2.09,17.49,61.62
burkina-faso-angola-29QX3pxo,10 Jun 2017,1.91,3.11,4.27,2.24,1.63,1.08,1.49,2.51,4.90,10.75,6.60,2.50,1.47,1.17,1.02,8.89,3.65,1.19,1.04,5.76,3.46,5.82,12.17,1.23,1.81,11.62,40.51
ivory-coast-guinea-UwBKdTUH,10 Jun 2017,1.42,4.17,7.50,2.16,1.65,1.05,1.30,1.95,3.40,7.30,8.75,3.36,1.80,1.30,1.07,4.50,2.25,1.11,,4.47,3.44,8.20,,1.52,2.64,22.29,
dr-congo-congo-OKWynCGa,10 Jun 2017,1.39,4.10,8.08,2.45,1.53,1.05,1.36,2.01,3.80,7.80,8.50,3.01,1.75,1.24,1.06,4.23,2.16,1.08,1.02,4.31,3.40,8.93,14.65,1.58,2.79,27.81,57.56
tanzania-lesotho-C013rXA0,10 Jun 2017,1.52,3.74,6.55,2.53,1.50,1.07,1.41,2.29,4.37,9.40,7.40,2.76,1.57,1.19,1.04,5.22,2.52,1.10,1.01,4.55,3.29,8.02,14.67,1.44,2.43,25.15,61.56
sierra-leone-kenya-jFzRj12R,10 Jun 2017,2.50,2.82,3.06,2.34,1.58,1.12,1.61,3.07,5.95,9.00,5.50,2.22,1.33,1.10,1.04,18.42,5.83,1.32,1.08,7.76,3.93,4.52,9.44,1.13,1.47,7.79,26.84
guinea-bissau-namibia-lblDXFdr,10 Jun 2017,2.26,3.08,3.25,2.01,1.71,1.09,1.45,2.45,4.70,7.90,6.40,2.57,1.49,1.16,1.05,13.35,4.72,1.29,1.08,6.93,3.77,4.84,9.71,1.18,1.55,8.04,25.39
nigeria-south-africa-YkOWtQY2,10 Jun 2017,1.53,3.57,6.89,2.55,1.51,1.08,1.48,2.52,4.95,9.60,6.85,2.52,1.47,1.16,1.02,5.98,2.70,1.11,1.01,4.67,3.17,7.70,14.56,1.38,2.32,26.28,63.62
niger-eswatini-beW5woT3,10 Jun 2017,1.86,3.00,4.77,2.41,1.57,1.11,1.56,2.79,5.13,8.50,5.75,2.32,1.38,1.13,1.05,9.43,3.75,1.18,1.03,5.82,3.34,6.08,13.08,1.21,1.81,16.59,52.65
cameroon-morocco-veDcS52C,10 Jun 2017,2.04,3.01,3.89,2.33,1.57,1.10,1.54,2.74,5.23,8.50,6.05,2.32,1.38,1.14,1.05,11.68,4.18,1.22,1.05,6.27,3.52,5.30,11.33,1.21,1.68,10.37,36.85
botswana-mauritania-GCEFSTEo,10 Jun 2017,2.30,2.92,3.19,2.13,1.66,1.09,1.56,2.68,5.53,11.00,6.35,2.34,1.41,1.13,1.01,15.70,5.10,1.30,1.08,7.31,3.78,4.72,9.54,1.15,1.52,7.79,26.13
burundi-south-sudan-0KjpTHMP,10 Jun 2017,1.28,4.50,10.64,2.80,1.41,1.06,1.29,1.91,3.38,6.55,8.00,3.27,1.82,1.27,1.08,3.33,1.86,1.06,1.01,4.02,3.49,10.18,14.54,1.81,3.40,36.29,63.93
zambia-mozambique-WI1oxdlR,10 Jun 2017,1.52,3.53,7.18,2.78,1.44,1.08,1.53,2.64,5.25,10.50,6.60,2.42,1.43,1.15,1.01,5.70,2.62,1.10,,4.56,3.15,7.86,,1.41,2.39,28.22,
malawi-comoros-zaEaHKND,10 Jun 2017,2.05,2.93,4.00,2.33,1.58,1.11,1.58,2.91,5.45,-,5.75,2.29,1.36,1.12,-,12.81,4.33,1.21,1.04,6.40,3.48,5.36,11.56,1.20,1.66,10.76,40.50
libya-seychelles-SCNztpl9,09 Jun 2017,1.11,6.97,25.57,4.45,1.21,1.04,1.23,1.62,2.97,5.55,11.25,3.85,2.18,1.36,1.13,2.09,1.36,1.01,,3.80,4.18,13.97,,2.81,6.84,77.81,
sudan-madagascar-dnUUUIzG,09 Jun 2017,1.80,3.26,4.31,2.28,1.61,1.07,1.43,2.47,4.83,10.40,7.15,2.66,1.48,1.15,1.03,7.98,3.40,1.21,1.04,5.58,3.50,5.65,11.75,1.25,1.87,10.33,36.76
south-sudan-djibouti-zqhaJAJs,28 Mar 2017,1.36,3.44,5.25,2.82,1.45,1.02,1.28,1.97,3.32,6.30,12.00,3.64,1.87,1.32,1.11,,,,,,,,,,,,
mauritius-comoros-I7s4IUYm,28 Mar 2017,2.05,3.58,3.52,2.25,1.70,1.09,1.49,2.85,5.50,11.50,7.10,2.59,1.45,1.14,1.03,,,,,,,,,,,,
madagascar-sao-tome-and-principe-YZ5XNjBQ,26 Mar 2017,1.35,4.88,9.60,2.63,1.54,1.04,1.34,2.21,3.90,7.80,9.70,3.24,1.70,1.25,1.07,,,,,,,,,,,,
comoros-mauritius-401TOWeK,24 Mar 2017,1.82,3.30,5.05,2.46,1.52,1.10,1.51,3.05,5.80,12.00,6.60,2.53,1.40,1.13,1.02,,,,,,,,,,,,
