HomeTeam_AwayTeam_Match_ID,Date,HomeTeamWinOdd,HomeTeamDrawOdd,HomeTeamLoseOdd,BtsYes,BtsNo,Over_05,Over_15,Over_25,Over_35,Over_45,Over_05,Over_15,Over_25,Over_35,Over_45,HandiCap_min2_W,HandiCap_min1_W,HandiCap_plus1_W,HandiCap_plus2_W,HandiCap_min2_D,HandiCap_min1_D,HandiCap_plus1_D,HandiCap_plus2_D,HandiCap_min2_L,HandiCap_min1_L,HandiCap_plus1_L,HandiCap_plus2_L
croatia-malta-OSfYWvXF,30 Mar 2021,1.07,12.23,39.19,2.98,1.37,1.02,1.11,1.36,1.96,3.12,15.67,6.55,3.11,1.89,1.36,1.71,1.24,1.01,,4.09,5.34,23.00,,3.69,9.65,34.00,
gibraltar-netherlands-v5E4bKQj,30 Mar 2021,74.75,32.22,1.00,5.43,1.14,-,1.02,1.09,1.25,1.56,-,14.31,7.22,3.94,2.40,,,24.50,12.00,,,13.00,8.15,,,1.02,1.11
luxembourg-portugal-WSx4og4a,30 Mar 2021,24.32,9.44,1.12,2.44,1.52,1.02,1.15,1.48,2.24,3.99,17.00,5.33,2.64,1.66,1.25,,39.50,6.56,2.67,,14.00,4.26,3.85,,1.01,1.42,2.13
slovakia-russia-t4kwWbnM,30 Mar 2021,4.64,3.40,1.88,1.95,1.84,1.07,1.38,2.19,3.96,8.03,8.68,3.07,1.70,1.25,1.08,31.67,11.05,1.88,1.27,12.67,5.73,3.48,5.34,1.04,1.19,3.44,7.58
turkey-latvia-UZfMosso,30 Mar 2021,1.14,8.39,20.91,2.48,1.52,1.02,1.17,1.56,2.41,4.04,15.18,5.07,2.44,1.58,1.24,2.30,1.50,1.01,,3.73,4.02,16.33,,2.48,5.72,46.67,
wales-czech-republic-rTiH7hvo,30 Mar 2021,3.28,3.23,2.34,1.98,1.82,1.09,1.42,2.34,4.42,9.15,7.49,2.84,1.61,1.21,1.06,21.33,7.58,1.58,1.15,9.40,4.58,3.77,6.55,1.08,1.32,4.76,11.58
azerbaijan-serbia-bsgpROIp,30 Mar 2021,9.38,4.63,1.39,2.27,1.61,1.05,1.31,1.98,3.49,6.84,9.99,3.45,1.86,1.30,1.10,55.00,26.00,3.04,1.64,26.00,9.17,3.35,4.04,1.02,1.06,2.10,4.00
cyprus-slovenia-rDiTNeBa,30 Mar 2021,4.88,3.33,1.87,2.25,1.63,1.10,1.52,2.63,5.10,10.85,7.25,2.57,1.49,1.17,1.05,39.33,12.95,1.90,1.26,14.00,5.64,3.37,5.38,1.03,1.17,3.55,8.29
austria-faroe-islands-rNfGehpc,28 Mar 2021,1.08,11.18,32.02,2.75,1.42,1.01,1.12,1.42,2.07,3.35,18.28,6.08,2.89,1.80,1.32,1.85,1.29,1.01,,3.96,4.86,21.00,,3.31,8.72,34.00,
israel-scotland-hKSnnuD0,28 Mar 2021,2.75,3.18,2.77,1.94,1.86,1.08,1.42,2.32,4.35,9.10,7.85,2.86,1.62,1.21,1.06,14.67,5.93,1.42,1.11,7.97,4.11,4.17,7.73,1.10,1.43,5.76,14.67
ukraine-finland-nJiv6u3t,28 Mar 2021,1.75,3.48,5.47,2.00,1.80,1.07,1.37,2.18,4.03,7.98,8.37,3.09,1.71,1.24,1.08,6.79,3.14,1.15,1.03,5.05,3.40,6.19,15.00,1.32,2.04,12.50,38.33
bulgaria-italy-lQ0TAUl8,28 Mar 2021,14.01,6.23,1.23,2.38,1.56,1.04,1.21,1.70,2.72,4.98,12.70,4.36,2.19,1.46,1.17,,34.33,4.20,2.09,,11.87,3.83,3.79,,1.04,1.66,2.75
kosovo-sweden-tlPbxArq,28 Mar 2021,5.60,3.75,1.67,2.00,1.79,1.06,1.34,2.09,3.71,7.52,9.40,3.27,1.77,1.27,1.09,40.00,13.50,2.18,1.37,15.00,6.46,3.41,4.83,1.02,1.15,2.90,6.05
north-macedonia-liechtenstein-xW0L5Hj7,28 Mar 2021,1.08,11.15,34.05,3.32,1.32,1.02,1.14,1.46,2.17,3.58,14.86,5.63,2.71,1.70,1.28,1.82,1.28,-,,4.00,4.97,-,,3.41,8.80,-,
poland-andorra-GtvayFua,28 Mar 2021,1.01,21.25,60.29,6.58,1.10,1.01,1.05,1.21,1.56,2.25,26.00,10.03,4.34,2.40,1.63,1.25,1.05,,,5.73,9.25,,,7.55,19.50,,
romania-germany-jZ4P4y6D,28 Mar 2021,10.18,5.86,1.30,1.77,2.03,1.01,1.14,1.46,2.16,3.66,18.50,5.79,2.75,1.71,1.28,29.00,23.33,3.58,1.94,21.00,10.70,3.88,4.06,1.01,1.06,1.75,2.88
san-marino-hungary-ANRJ1Bg4,28 Mar 2021,58.67,18.06,1.02,4.77,1.19,1.02,1.05,1.21,1.56,2.26,17.00,9.94,4.25,2.43,1.63,,,16.67,6.62,,,8.60,5.31,,,1.08,1.31
switzerland-lithuania-Kh3yjTCr,28 Mar 2021,1.07,12.59,36.97,3.17,1.34,1.02,1.10,1.36,1.93,3.06,15.67,6.72,3.16,1.92,1.37,1.65,1.23,,,4.24,5.59,,,3.90,9.85,,
albania-england-fXbYkEfh,28 Mar 2021,13.77,6.14,1.24,2.45,1.54,1.04,1.24,1.80,2.95,5.61,11.92,3.99,2.06,1.40,1.14,-,37.33,4.13,2.00,-,11.47,3.56,3.75,-,1.04,1.74,2.92
denmark-moldova-f1IPYUxp,28 Mar 2021,1.10,10.75,25.67,2.95,1.39,1.02,1.17,1.53,2.36,4.07,15.82,5.10,2.51,1.59,1.24,2.03,1.38,1.01,,3.73,4.36,21.00,,2.87,7.49,34.00,
georgia-spain-ljpKqhj9,28 Mar 2021,16.80,6.83,1.19,2.58,1.49,1.03,1.22,1.72,2.81,5.18,12.45,4.20,2.15,1.43,1.16,,46.67,4.89,2.18,,13.33,3.74,3.71,,1.02,1.60,2.63
kazakhstan-france-AuoBbF1U,28 Mar 2021,31.95,10.46,1.09,2.75,1.43,1.01,1.11,1.42,2.04,3.34,19.00,6.33,2.87,1.80,1.32,,51.50,8.15,3.30,,15.00,5.20,4.09,,1.01,1.29,1.84
czech-republic-belgium-2kbCRDVG,27 Mar 2021,5.49,4.04,1.63,1.76,2.05,1.04,1.24,1.77,2.90,5.56,12.44,4.07,2.09,1.41,1.15,34.00,12.43,2.26,1.43,14.33,6.51,3.59,4.67,1.03,1.15,2.62,5.15
serbia-portugal-z1qemFZn,27 Mar 2021,5.07,3.81,1.72,1.87,1.93,1.05,1.30,1.97,3.39,6.65,10.50,3.57,1.89,1.32,1.11,34.00,12.28,2.11,1.37,14.00,6.24,3.49,4.89,1.03,1.16,2.88,5.99
slovakia-malta-jwuDPdPk,27 Mar 2021,1.21,6.51,16.47,2.52,1.51,1.04,1.24,1.81,2.96,5.56,11.55,3.91,2.06,1.39,1.14,2.89,1.69,1.02,,3.70,3.58,11.30,,2.02,4.51,30.50,
croatia-cyprus-pxdUXKH9,27 Mar 2021,1.13,8.75,22.92,2.18,1.67,1.01,1.12,1.41,2.02,3.34,18.40,6.09,2.92,1.84,1.32,2.10,1.42,1.01,,3.91,4.36,18.50,,2.66,6.40,41.00,
netherlands-latvia-2Lvt6BSa,27 Mar 2021,1.02,21.57,47.05,3.07,1.35,1.00,1.03,1.16,1.44,1.98,20.00,13.03,5.26,2.75,1.88,1.29,1.08,,,5.64,8.50,,,6.89,17.00,,
norway-turkey-h82nN33i,27 Mar 2021,2.17,3.39,3.52,1.77,2.04,1.06,1.32,2.01,3.53,6.87,9.81,3.44,1.84,1.30,1.10,9.39,4.12,1.30,1.08,6.19,3.79,4.94,9.87,1.20,1.67,7.52,19.33
russia-slovenia-U7K2hhb0,27 Mar 2021,1.90,3.29,4.77,2.00,1.80,1.08,1.41,2.30,4.32,8.82,7.86,2.91,1.63,1.21,1.06,8.05,3.54,1.18,1.03,5.39,3.44,5.84,13.33,1.26,1.86,11.75,35.00
andorra-albania-GKURakOG,25 Mar 2021,12.32,5.10,1.30,2.79,1.42,1.07,1.34,2.10,3.83,7.69,9.04,3.20,1.75,1.26,1.08,107.00,37.33,3.48,1.77,34.00,10.87,3.30,3.78,1.01,1.04,1.96,3.62
england-san-marino-QionvHet,25 Mar 2021,1.00,37.08,89.52,7.16,1.10,-,-,1.01,1.05,1.14,-,-,20.20,10.58,5.33,-,-,,,-,-,,,-,-,,
germany-iceland-ANmkHjgi,25 Mar 2021,1.13,9.04,20.04,2.16,1.69,1.01,1.11,1.37,1.96,3.14,20.75,6.63,3.11,1.88,1.35,2.05,1.40,1.02,,3.97,4.50,16.33,,2.70,6.11,43.33,
hungary-poland-UkiomCvB,25 Mar 2021,4.01,3.26,2.06,1.96,1.83,1.08,1.42,2.30,4.27,8.69,7.91,2.88,1.63,1.22,1.07,27.00,9.48,1.73,1.21,11.63,5.20,3.54,5.85,1.05,1.23,4.10,9.55
italy-northern-ireland-l4Phbi52,25 Mar 2021,1.17,6.95,20.35,3.07,1.36,1.04,1.25,1.83,3.08,5.80,11.58,3.85,2.01,1.37,1.13,2.59,1.57,1.01,,3.64,3.69,16.33,,2.27,5.19,57.00,
romania-north-macedonia-44Nvgv71,25 Mar 2021,2.05,3.20,4.16,2.05,1.76,1.09,1.43,2.35,4.46,9.31,7.43,2.81,1.60,1.21,1.06,9.52,4.02,1.23,1.05,5.91,3.59,5.13,11.40,1.21,1.74,9.61,28.67
scotland-austria-0Mm8gNKQ,25 Mar 2021,3.13,3.20,2.46,1.97,1.82,1.09,1.44,2.36,4.47,9.59,7.57,2.80,1.60,1.20,1.06,19.33,7.10,1.53,1.14,9.10,4.39,3.90,6.85,1.08,1.36,5.26,12.75
spain-greece-Knvum6u4,25 Mar 2021,1.21,6.74,15.15,2.39,1.57,1.02,1.21,1.66,2.68,4.87,14.48,4.44,2.24,1.47,1.18,2.82,1.68,1.04,,3.76,3.70,13.00,,2.04,4.34,31.33,
sweden-georgia-lSVeqOvT,25 Mar 2021,1.32,5.11,10.91,2.59,1.49,1.06,1.33,2.04,3.67,7.09,9.56,3.31,1.81,1.28,1.10,3.64,1.98,1.05,1.01,3.81,3.38,10.30,34.00,1.76,3.37,31.33,86.00
bulgaria-switzerland-zs3u8SYQ,25 Mar 2021,9.19,4.42,1.41,2.20,1.66,1.06,1.30,1.99,3.44,6.66,9.73,3.52,1.86,1.31,1.11,51.00,24.67,2.95,1.62,29.00,9.17,3.35,4.07,1.02,1.07,2.15,4.16
israel-denmark-ji6HWaDD,25 Mar 2021,4.93,3.58,1.78,1.97,1.83,1.06,1.35,2.12,3.83,7.59,9.07,3.18,1.75,1.26,1.09,33.67,11.78,1.99,1.32,13.67,5.94,3.47,5.05,1.03,1.17,3.13,6.78
belgium-wales-reMrhbM7,24 Mar 2021,1.34,5.06,10.03,2.29,1.61,1.05,1.30,1.94,3.35,6.55,10.53,3.57,1.90,1.33,1.11,3.81,2.04,1.06,1.02,3.95,3.33,9.97,23.00,1.70,3.27,26.67,54.00
cyprus-slovakia-2eXrq6s8,24 Mar 2021,4.71,3.41,1.86,2.02,1.77,1.08,1.41,2.31,4.29,8.83,8.14,2.91,1.63,1.22,1.07,33.33,11.38,1.91,1.26,13.00,5.71,3.44,5.34,1.03,1.19,3.52,8.00
estonia-czech-republic-l0ZtsgV3,24 Mar 2021,34.10,14.05,1.06,3.37,1.32,1.01,1.11,1.42,1.92,3.47,17.67,6.31,3.01,1.91,1.34,,34.00,10.52,4.03,,23.00,5.71,4.26,,1.01,1.22,1.65
finland-bosnia-herzegovina-8xUVf0xk,24 Mar 2021,2.81,3.16,2.71,1.90,1.90,1.08,1.40,2.25,4.21,8.38,7.89,2.96,1.67,1.23,1.07,14.67,6.05,1.45,1.11,7.90,4.27,4.09,7.57,1.10,1.41,5.78,14.00
france-ukraine-xj7bD8hG,24 Mar 2021,1.28,5.65,11.60,2.28,1.61,1.04,1.24,1.75,2.90,5.50,12.17,4.09,2.09,1.41,1.15,3.13,1.80,1.05,-,3.90,3.59,11.00,-,1.89,3.75,31.67,-
malta-russia-U9mPOydg,24 Mar 2021,26.20,9.56,1.11,2.81,1.41,1.02,1.13,1.46,2.18,3.57,16.95,5.61,2.70,1.69,1.28,,54.00,7.16,3.05,,21.00,4.72,3.95,,1.01,1.33,1.91
portugal-azerbaijan-6BzwXgk6,24 Mar 2021,1.02,16.15,45.34,3.40,1.34,1.01,1.09,1.30,1.82,2.75,20.00,7.33,3.55,2.02,1.43,1.58,1.20,,,4.32,5.93,,,4.34,13.50,,
serbia-ireland-KEvsWD4C,24 Mar 2021,1.86,3.32,5.04,2.17,1.67,1.10,1.47,2.48,4.81,10.15,7.12,2.68,1.55,1.18,1.05,8.48,3.65,1.18,1.03,5.44,3.38,5.81,14.67,1.24,1.87,12.50,40.00
slovenia-croatia-Amenvdvq,24 Mar 2021,5.12,3.48,1.78,2.03,1.77,1.08,1.39,2.24,4.13,8.33,8.11,2.98,1.66,1.23,1.07,37.33,12.83,1.99,1.31,14.33,6.03,3.41,5.01,1.03,1.17,3.20,7.03
turkey-netherlands-CfUP52YG,24 Mar 2021,5.12,3.80,1.71,1.90,1.89,1.06,1.31,2.00,3.44,6.67,9.96,3.47,1.86,1.31,1.11,35.67,12.80,2.14,1.37,14.00,6.18,3.46,4.83,1.03,1.16,2.88,5.90
